village_id,TRI,TRI_c,TRI_percentile_DIY,PAI,PAI_percentile_DIY
3401040005,1.7649052351668926,-0.8967469648039488,41.65,0.7109051568705287,81.24
3401050004,2.1749221699031014,-0.4867300300677399,58.35,-1.041175889,15.79
3401050001,1.6832841829040834,-0.978368017066758,36.16,0.554796377,79.41
3401050006,1.8565792288809315,-0.8050729710899098,47.37,-0.239930613,41.19
3401050003,1.860542821467441,-0.8011093785034002,48.05,-0.414300707,33.41
3401050002,1.9023171479160992,-0.7593350520547422,50.34,-0.27116145,40.27
3401050005,2.0039609145200106,-0.6576912854508308,54.92,-1.325153637,9.61
3401060002,1.826682692307692,-0.8349695076631494,46.0,-2.862114253,1.6
3401060005,1.991500652811621,-0.6701515471592203,54.69,-0.810885381,20.14
3401060004,2.188856060953079,-0.4727961390177624,59.27,0.5825453,79.86
3401060007,2.198750194,-0.4629020059708413,59.5,0.1785976611666757,64.07
3401060003,2.032810200653054,-0.6288419993177872,55.84,-0.375618579,34.32
3401060008,2.260576919606116,-0.4010752803647253,60.41,-0.997257237,16.93
3401060006,2.739723062579676,0.0780708626088344,66.82,-1.095937623,14.65
3401060001,1.964544815,-0.6971073849708413,53.32,-0.413407196,33.64
3401070002,4.015525085242437,1.353872885271596,77.12,0.090637994,57.21
3401070001,1.760245417362006,-0.9014067826088354,41.42,0.5998319113209472,80.09
3401070005,2.240405899152237,-0.4212463008186042,60.18,0.8218469932629404,82.15
3401070003,2.325691524863395,-0.3359606751074464,61.78,-0.248346647,40.73
3401070006,3.492367210971722,0.8307150110008807,73.0,-0.080506343,48.51
3401070004,2.6945533488391527,0.0329011488683113,65.22,-0.195377479,42.79
3401070007,6.1037782400464415,3.4421260400756,96.34,-0.187363175,43.25
3401080004,7.274803035,4.613150835029158,98.86,0.2310155940462378,66.59
3401080001,4.837741675001606,2.1760894750307647,87.41,-1.202043626,12.81
3401080002,4.710348337181227,2.0486961372103853,85.35,-0.331340469,36.38
3401080005,7.101334007760951,4.439681807790109,98.17,0.1610554909433853,62.47
3401080003,6.207273781902552,3.545621581931711,96.8,-0.109999577,47.6
3401090003,6.219831603802896,3.5581794038320544,97.03,-0.358419488,35.01
3401090004,7.032332577983215,4.3706803780123735,97.94,-1.429587344,9.38
3401090002,6.097456341183664,3.4358041412128224,96.11,-0.753328691,23.11
3401090001,7.485313375656298,4.823661175685457,99.54,0.0127965778352975,52.86
3401100004,2.702779182,0.0411269820291586,65.68,0.4293334017076329,75.74
3401100006,2.021628634880216,-0.6400235650906252,55.61,-0.090321469,48.05
3401100003,2.7687647676555525,0.1071125676847111,67.28,0.3410096808619801,71.62
3401100005,1.9748265101765168,-0.6868256897943246,53.78,-0.199266727,42.56
3401100001,2.6473984117386045,-0.0142537882322368,64.76,-1.193308317,13.04
3401100002,2.551617879826936,-0.1100343201439053,64.3,-0.948163636,17.62
3401120007,6.552040675,3.8903884750291584,97.48,0.2877275454708197,68.88
3401120001,7.811454977224753,5.149802777253912,100.0,-1.18920673,13.27
3401120003,7.404313199120805,4.742660999149964,99.08,-0.503308148,30.89
3401120004,7.653803003483451,4.99215080351261,99.77,0.183695338693225,64.76
3401120006,7.211152525712293,4.549500325741452,98.63,-0.781333553,22.2
3401120002,5.627178069056273,2.965525869085432,94.74,-0.644082593,25.63
3401120005,7.463359703535621,4.80170750356478,99.31,-1.243867612,11.67
3401110001,3.808894912935888,1.1472427129650469,75.97,-0.667592662,25.17
3401110002,5.309375947151279,2.647723747180438,93.36,-0.16108507,45.31
3401110003,4.120158881375096,1.4585066814042542,78.49,-0.338501802,35.93
3401110004,5.754984137945918,3.0933319379750768,95.19,0.014894339,53.32
3404050002,1.7800338287844908,-0.8816183711863506,42.56,1.1075730838825977,84.9
3404050001,1.936141565727006,-0.7255106342438353,51.72,0.028629283859842,53.78
3404050005,1.3269878502974628,-1.3346643496733783,8.7,1.886126075120051,91.3
3404050003,1.457627460083675,-1.2040247398871664,21.28,2.236013689672649,94.28
3404050004,1.343739589167423,-1.3179126108034185,11.67,1.7545628948122196,90.39
3404040005,1.4872442661407903,-1.174407933830051,22.43,-0.08601869,48.28
3404040002,1.5433844016815486,-1.1182677982892928,27.23,0.2210628247997854,66.13
3404040007,1.390683451535327,-1.2709687484355143,16.7,0.3173798468326612,70.48
